kc_type,experiment_id,motion_folder,motion_index,motion_name,file_type,path,sampling_frequency,n_samples,duration_sec
gait,exp07,motion06_pause3,motion06,pause3,omc,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\gait\exp07\motion06_pause3\exp07_motion06_omc.csv,120.0,450,3.75
gait,exp07,motion07_slow_fast_freeze_mix,motion07,slow_fast_freeze_mix,imu_nonrigid,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\gait\exp07\motion07_slow_fast_freeze_mix\exp07_motion07_imu_nonrigid.csv,40.0,2600,65.0
gait,exp07,motion07_slow_fast_freeze_mix,motion07,slow_fast_freeze_mix,imu_rigid,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\gait\exp07\motion07_slow_fast_freeze_mix\exp07_motion07_imu_rigid.csv,40.0,2600,65.0
gait,exp07,motion07_slow_fast_freeze_mix,motion07,slow_fast_freeze_mix,omc,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\gait\exp07\motion07_slow_fast_freeze_mix\exp07_motion07_omc.csv,120.0,7800,65.0
gait,exp07,motion08_pause4,motion08,pause4,imu_nonrigid,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\gait\exp07\motion08_pause4\exp07_motion08_imu_nonrigid.csv,40.0,261,6.525
gait,exp07,motion08_pause4,motion08,pause4,imu_rigid,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\gait\exp07\motion08_pause4\exp07_motion08_imu_rigid.csv,40.0,261,6.525
gait,exp07,motion08_pause4,motion08,pause4,omc,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\gait\exp07\motion08_pause4\exp07_motion08_omc.csv,120.0,782,6.516666666666667
gait,exp08,motion01_slow,motion01,slow,imu_nonrigid,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\gait\exp08\motion01_slow\exp08_motion01_imu_nonrigid.csv,40.0,660,16.5
gait,exp08,motion01_slow,motion01,slow,imu_rigid,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\gait\exp08\motion01_slow\exp08_motion01_imu_rigid.csv,40.0,660,16.5
gait,exp08,motion01_slow,motion01,slow,omc,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\gait\exp08\motion01_slow\exp08_motion01_omc.csv,120.0,1980,16.5
gait,exp08,motion02_dangle1,motion02,dangle1,imu_nonrigid,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\gait\exp08\motion02_dangle1\exp08_motion02_imu_nonrigid.csv,40.0,1240,31.0
gait,exp08,motion02_dangle1,motion02,dangle1,imu_rigid,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\gait\exp08\motion02_dangle1\exp08_motion02_imu_rigid.csv,40.0,1240,31.0
gait,exp08,motion02_dangle1,motion02,dangle1,omc,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\gait\exp08\motion02_dangle1\exp08_motion02_omc.csv,120.0,3720,31.0
gait,exp08,motion03_pause1,motion03,pause1,imu_nonrigid,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\gait\exp08\motion03_pause1\exp08_motion03_imu_nonrigid.csv,40.0,310,7.75
gait,exp08,motion03_pause1,motion03,pause1,imu_rigid,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\gait\exp08\motion03_pause1\exp08_motion03_imu_rigid.csv,40.0,310,7.75
gait,exp08,motion03_pause1,motion03,pause1,omc,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\gait\exp08\motion03_pause1\exp08_motion03_omc.csv,120.0,930,7.75
gait,exp08,motion04_dangle2,motion04,dangle2,imu_nonrigid,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\gait\exp08\motion04_dangle2\exp08_motion04_imu_nonrigid.csv,40.0,3000,75.0
gait,exp08,motion04_dangle2,motion04,dangle2,imu_rigid,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\gait\exp08\motion04_dangle2\exp08_motion04_imu_rigid.csv,40.0,3000,75.0
gait,exp08,motion04_dangle2,motion04,dangle2,omc,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\gait\exp08\motion04_dangle2\exp08_motion04_omc.csv,120.0,9000,75.0
gait,exp08,motion05_pause2,motion05,pause2,imu_nonrigid,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\gait\exp08\motion05_pause2\exp08_motion05_imu_nonrigid.csv,40.0,300,7.5
gait,exp08,motion05_pause2,motion05,pause2,imu_rigid,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\gait\exp08\motion05_pause2\exp08_motion05_imu_rigid.csv,40.0,300,7.5
gait,exp08,motion05_pause2,motion05,pause2,omc,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\gait\exp08\motion05_pause2\exp08_motion05_omc.csv,120.0,900,7.5
gait,exp08,motion06_dangle3,motion06,dangle3,imu_nonrigid,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\gait\exp08\motion06_dangle3\exp08_motion06_imu_nonrigid.csv,40.0,1950,48.75
gait,exp08,motion06_dangle3,motion06,dangle3,imu_rigid,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\gait\exp08\motion06_dangle3\exp08_motion06_imu_rigid.csv,40.0,1950,48.75
gait,exp08,motion06_dangle3,motion06,dangle3,omc,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\gait\exp08\motion06_dangle3\exp08_motion06_omc.csv,120.0,5850,48.75
gait,exp08,motion07_pause3,motion07,pause3,imu_nonrigid,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\gait\exp08\motion07_pause3\exp08_motion07_imu_nonrigid.csv,40.0,200,5.0
gait,exp08,motion07_pause3,motion07,pause3,imu_rigid,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\gait\exp08\motion07_pause3\exp08_motion07_imu_rigid.csv,40.0,200,5.0
gait,exp08,motion07_pause3,motion07,pause3,omc,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\gait\exp08\motion07_pause3\exp08_motion07_omc.csv,120.0,600,5.0
gait,exp08,motion08_dangle4,motion08,dangle4,imu_nonrigid,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\gait\exp08\motion08_dangle4\exp08_motion08_imu_nonrigid.csv,40.0,2850,71.25
gait,exp08,motion08_dangle4,motion08,dangle4,imu_rigid,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\gait\exp08\motion08_dangle4\exp08_motion08_imu_rigid.csv,40.0,2850,71.25
gait,exp08,motion08_dangle4,motion08,dangle4,omc,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\gait\exp08\motion08_dangle4\exp08_motion08_omc.csv,120.0,8550,71.25
gait,exp08,motion09_pause4,motion09,pause4,imu_nonrigid,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\gait\exp08\motion09_pause4\exp08_motion09_imu_nonrigid.csv,40.0,194,4.85
gait,exp08,motion09_pause4,motion09,pause4,imu_rigid,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\gait\exp08\motion09_pause4\exp08_motion09_imu_rigid.csv,40.0,194,4.85
gait,exp08,motion09_pause4,motion09,pause4,omc,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\gait\exp08\motion09_pause4\exp08_motion09_omc.csv,120.0,581,4.841666666666667
gait,exp09,motion01_slow_global,motion01,slow_global,imu_nonrigid,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\gait\exp09\motion01_slow_global\exp09_motion01_imu_nonrigid.csv,40.0,1550,38.75
gait,exp09,motion01_slow_global,motion01,slow_global,imu_rigid,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\gait\exp09\motion01_slow_global\exp09_motion01_imu_rigid.csv,40.0,1550,38.75
gait,exp09,motion01_slow_global,motion01,slow_global,omc,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\gait\exp09\motion01_slow_global\exp09_motion01_omc.csv,120.0,4650,38.75
gait,exp09,motion02_pause1,motion02,pause1,imu_nonrigid,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\gait\exp09\motion02_pause1\exp09_motion02_imu_nonrigid.csv,40.0,180,4.5
gait,exp09,motion02_pause1,motion02,pause1,imu_rigid,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\gait\exp09\motion02_pause1\exp09_motion02_imu_rigid.csv,40.0,180,4.5
gait,exp09,motion02_pause1,motion02,pause1,omc,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\gait\exp09\motion02_pause1\exp09_motion02_omc.csv,120.0,540,4.5
gait,exp09,motion03_fast_global,motion03,fast_global,imu_nonrigid,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\gait\exp09\motion03_fast_global\exp09_motion03_imu_nonrigid.csv,40.0,1600,40.0
gait,exp09,motion03_fast_global,motion03,fast_global,imu_rigid,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\gait\exp09\motion03_fast_global\exp09_motion03_imu_rigid.csv,40.0,1600,40.0
gait,exp09,motion03_fast_global,motion03,fast_global,omc,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\gait\exp09\motion03_fast_global\exp09_motion03_omc.csv,120.0,4800,40.0
gait,exp09,motion04_pause2,motion04,pause2,imu_nonrigid,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\gait\exp09\motion04_pause2\exp09_motion04_imu_nonrigid.csv,40.0,200,5.0
gait,exp09,motion04_pause2,motion04,pause2,imu_rigid,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\gait\exp09\motion04_pause2\exp09_motion04_imu_rigid.csv,40.0,200,5.0
gait,exp09,motion04_pause2,motion04,pause2,omc,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\gait\exp09\motion04_pause2\exp09_motion04_omc.csv,120.0,600,5.0
gait,exp09,motion05_dangle_global1,motion05,dangle_global1,imu_nonrigid,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\gait\exp09\motion05_dangle_global1\exp09_motion05_imu_nonrigid.csv,40.0,2200,55.0
gait,exp09,motion05_dangle_global1,motion05,dangle_global1,imu_rigid,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\gait\exp09\motion05_dangle_global1\exp09_motion05_imu_rigid.csv,40.0,2200,55.0
gait,exp09,motion05_dangle_global1,motion05,dangle_global1,omc,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\gait\exp09\motion05_dangle_global1\exp09_motion05_omc.csv,120.0,6600,55.0
gait,exp09,motion06_pause3,motion06,pause3,imu_nonrigid,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\gait\exp09\motion06_pause3\exp09_motion06_imu_nonrigid.csv,40.0,500,12.5
gait,exp09,motion06_pause3,motion06,pause3,imu_rigid,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\gait\exp09\motion06_pause3\exp09_motion06_imu_rigid.csv,40.0,500,12.5
gait,exp09,motion06_pause3,motion06,pause3,omc,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\gait\exp09\motion06_pause3\exp09_motion06_omc.csv,120.0,1500,12.5
gait,exp09,motion07_dangle_global2,motion07,dangle_global2,imu_nonrigid,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\gait\exp09\motion07_dangle_global2\exp09_motion07_imu_nonrigid.csv,40.0,2000,50.0
gait,exp09,motion07_dangle_global2,motion07,dangle_global2,imu_rigid,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\gait\exp09\motion07_dangle_global2\exp09_motion07_imu_rigid.csv,40.0,2000,50.0
gait,exp09,motion07_dangle_global2,motion07,dangle_global2,omc,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\gait\exp09\motion07_dangle_global2\exp09_motion07_omc.csv,120.0,6000,50.0
gait,exp09,motion08_pause4,motion08,pause4,imu_nonrigid,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\gait\exp09\motion08_pause4\exp09_motion08_imu_nonrigid.csv,40.0,237,5.925
gait,exp09,motion08_pause4,motion08,pause4,imu_rigid,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\gait\exp09\motion08_pause4\exp09_motion08_imu_rigid.csv,40.0,237,5.925
gait,exp09,motion08_pause4,motion08,pause4,omc,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\gait\exp09\motion08_pause4\exp09_motion08_omc.csv,120.0,711,5.925
gait,exp10,motion01_gait_slow,motion01,gait_slow,imu_nonrigid,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\gait\exp10\motion01_gait_slow\exp10_motion01_imu_nonrigid.csv,40.0,2600,65.0
gait,exp10,motion01_gait_slow,motion01,gait_slow,imu_rigid,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\gait\exp10\motion01_gait_slow\exp10_motion01_imu_rigid.csv,40.0,2600,65.0
gait,exp10,motion01_gait_slow,motion01,gait_slow,omc,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\gait\exp10\motion01_gait_slow\exp10_motion01_omc.csv,120.0,7800,65.0
gait,exp10,motion02_gait_fast,motion02,gait_fast,imu_nonrigid,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\gait\exp10\motion02_gait_fast\exp10_motion02_imu_nonrigid.csv,40.0,3300,82.5
gait,exp10,motion02_gait_fast,motion02,gait_fast,imu_rigid,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\gait\exp10\motion02_gait_fast\exp10_motion02_imu_rigid.csv,40.0,3300,82.5
gait,exp10,motion02_gait_fast,motion02,gait_fast,omc,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\gait\exp10\motion02_gait_fast\exp10_motion02_omc.csv,120.0,9900,82.5
gait,exp10,motion03_pause,motion03,pause,imu_nonrigid,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\gait\exp10\motion03_pause\exp10_motion03_imu_nonrigid.csv,40.0,150,3.75
gait,exp10,motion03_pause,motion03,pause,imu_rigid,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\gait\exp10\motion03_pause\exp10_motion03_imu_rigid.csv,40.0,150,3.75
gait,exp10,motion03_pause,motion03,pause,omc,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\gait\exp10\motion03_pause\exp10_motion03_omc.csv,120.0,450,3.75
gait,exp11,motion01_quasistatic1,motion01,quasistatic1,imu_nonrigid,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\gait\exp11\motion01_quasistatic1\exp11_motion01_imu_nonrigid.csv,40.0,2100,52.5
gait,exp11,motion01_quasistatic1,motion01,quasistatic1,imu_rigid,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\gait\exp11\motion01_quasistatic1\exp11_motion01_imu_rigid.csv,40.0,2100,52.5
gait,exp11,motion01_quasistatic1,motion01,quasistatic1,omc,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\gait\exp11\motion01_quasistatic1\exp11_motion01_omc.csv,120.0,6300,52.5
gait,exp11,motion02_slow,motion02,slow,imu_nonrigid,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\gait\exp11\motion02_slow\exp11_motion02_imu_nonrigid.csv,40.0,680,17.0
gait,exp11,motion02_slow,motion02,slow,imu_rigid,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\gait\exp11\motion02_slow\exp11_motion02_imu_rigid.csv,40.0,680,17.0
gait,exp11,motion02_slow,motion02,slow,omc,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\gait\exp11\motion02_slow\exp11_motion02_omc.csv,120.0,2040,17.0
gait,exp11,motion03_rotation,motion03,rotation,imu_nonrigid,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\gait\exp11\motion03_rotation\exp11_motion03_imu_nonrigid.csv,40.0,1040,26.0
gait,exp11,motion03_rotation,motion03,rotation,imu_rigid,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\gait\exp11\motion03_rotation\exp11_motion03_imu_rigid.csv,40.0,1040,26.0
gait,exp11,motion03_rotation,motion03,rotation,omc,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\gait\exp11\motion03_rotation\exp11_motion03_omc.csv,120.0,3120,26.0
gait,exp11,motion04_shaking,motion04,shaking,imu_nonrigid,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\gait\exp11\motion04_shaking\exp11_motion04_imu_nonrigid.csv,40.0,1460,36.5
gait,exp11,motion04_shaking,motion04,shaking,imu_rigid,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\gait\exp11\motion04_shaking\exp11_motion04_imu_rigid.csv,40.0,1460,36.5
gait,exp11,motion04_shaking,motion04,shaking,omc,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\gait\exp11\motion04_shaking\exp11_motion04_omc.csv,120.0,4380,36.5
gait,exp11,motion05_quasistatic2,motion05,quasistatic2,imu_nonrigid,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\gait\exp11\motion05_quasistatic2\exp11_motion05_imu_nonrigid.csv,40.0,1620,40.5
gait,exp11,motion05_quasistatic2,motion05,quasistatic2,imu_rigid,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\gait\exp11\motion05_quasistatic2\exp11_motion05_imu_rigid.csv,40.0,1620,40.5
gait,exp11,motion05_quasistatic2,motion05,quasistatic2,omc,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\gait\exp11\motion05_quasistatic2\exp11_motion05_omc.csv,120.0,4860,40.5
gait,exp11,motion06_explosiv,motion06,explosiv,imu_nonrigid,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\gait\exp11\motion06_explosiv\exp11_motion06_imu_nonrigid.csv,40.0,1000,25.0
gait,exp11,motion06_explosiv,motion06,explosiv,imu_rigid,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\gait\exp11\motion06_explosiv\exp11_motion06_imu_rigid.csv,40.0,1000,25.0
gait,exp11,motion06_explosiv,motion06,explosiv,omc,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\gait\exp11\motion06_explosiv\exp11_motion06_omc.csv,120.0,3000,25.0
gait,exp11,motion07_pause,motion07,pause,imu_nonrigid,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\gait\exp11\motion07_pause\exp11_motion07_imu_nonrigid.csv,40.0,294,7.35
gait,exp11,motion07_pause,motion07,pause,imu_rigid,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\gait\exp11\motion07_pause\exp11_motion07_imu_rigid.csv,40.0,294,7.35
gait,exp11,motion07_pause,motion07,pause,omc,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\gait\exp11\motion07_pause\exp11_motion07_omc.csv,120.0,880,7.333333333333333
